strain_name,latitude,longitude,date
AB051305,35.6624,138.5682,1978-07-08
AB061512,35.1814,136.9064,1990-07-08
AB081348,35.4436,139.638,1986-07-08
AB081349,35.4436,139.638,1986-07-08
AB081350,35.4436,139.638,1986-07-08
AB081351,35.4436,139.638,1986-07-08
AB081352,35.4436,139.638,1986-07-08
AB081353,35.4436,139.638,1986-07-08
AB081354,35.4436,139.638,1986-07-08
AB081355,35.4436,139.638,1986-07-08
AB081356,35.4436,139.638,1986-07-08
AB081357,35.4436,139.638,1986-07-08
AB081358,35.4436,139.638,1986-07-08
AB081359,35.4436,139.638,1986-07-08
AB081360,35.4436,139.638,1986-07-08
AB081361,35.4436,139.638,1986-07-08
AB081362,35.4436,139.638,1986-07-08
AB081363,35.4436,139.638,1986-07-08
AB081365,35.4436,139.638,1989-07-08
AB081366,35.4436,139.638,1989-07-08
AB081369,35.4436,139.638,1993-07-08
AB081370,35.4436,139.638,1993-07-08
AB081371,35.4436,139.638,1994-07-08
AB081372,35.4436,139.638,1994-07-08
AB081373,35.4436,139.638,1994-07-08
AB081374,35.4436,139.638,1995-07-08
AB081400,33.8439,132.7565,1978-07-08
AB081402,33.8439,132.7565,1978-07-08
AB247312,37.75,140.4668,1995-07-08
AB247313,37.75,140.4668,1995-07-08
AB247320,37.75,140.4668,1990-07-08
AB247321,37.75,140.4668,1990-07-08
AB247322,37.75,140.4668,1987-07-08
AB247323,37.75,140.4668,1986-07-08
AB247324,37.75,140.4668,1993-07-08
AB247325,37.75,140.4668,1994-07-08
AB247625,37.75,140.4668,1987-07-08
AB282815,34.69,135.1955,1994-07-08
AB282816,34.69,135.1955,1994-07-08
AB282817,34.69,135.1955,1994-07-08
AB282818,34.69,135.1955,1994-07-08
AB282819,34.69,135.1955,1994-07-08
AB282820,34.69,135.1955,1994-07-08
AB282821,34.69,135.1955,1994-07-08
AB282822,34.69,135.1955,1995-07-08
AF525220,37.531084,126.91583,2000-07-08
AF525221,37.531084,126.91583,2000-07-08
AF525222,37.531084,126.91583,2000-07-08
AF525223,37.531084,126.91583,2000-07-08
AF525224,37.531084,126.91583,2000-07-08
DQ341355,37.531084,126.91583,2000-07-08
DQ341356,37.531084,126.91583,2000-07-08
U05876,-33.926207,18.419341,1987-07-08
