strain_name,latitude,longitude,date
AB051324,35.4436,139.638,1997-07-08
AB051329,35.4436,139.638,1997-07-08
AB051331,3.1328934,101.696,1997-07-08
AB051332,3.1328934,101.696,1997-07-08
AB051333,3.1328934,101.696,1997-07-08
AB051335,3.1328934,101.696,1997-07-08
AB081380,35.4436,139.638,1997-07-08
AB081381,35.4436,139.638,1997-07-08
AB247288,37.75,140.4668,1993-07-08
AB469182,3.1328934,101.696,1997-07-08
AB550334,3.1328934,101.696,1997-07-08
AB550335,3.1328934,101.696,1997-07-08
AF251358,1.2891639,103.8505,1998-07-08
AY125984,1.2891639,103.8505,1998-07-08
AY125985,1.2891639,103.8505,1998-07-08
AY125987,1.2891639,103.8505,1999-07-08
AY125995,3.1328934,101.696,1997-07-08
AY125996,3.1328934,101.696,1997-07-08
AY125997,3.1328934,101.696,1997-07-08
AY126007,-35.308236,149.12515,1999-07-08
AY126008,-35.308236,149.12515,1999-07-08
DQ341354,1.2891639,103.8505,1998-07-08
DQ341367,3.1328934,101.696,1997-07-08
DQ341368,3.1328934,101.696,1997-07-08
EU364841,-35.308236,149.12515,1999-07-08
EU376004,-35.308236,149.12515,1999-07-08
EU376005,-35.308236,149.12515,1999-07-08
U05876,-33.926207,18.419341,1987-07-08
