strain_name,latitude,longitude,date
Wa,38.89511200,-77.0363660,1974-1-1
MMC153,24.74920100,90.4026180,2006-1-1
DH389,23.7099210,90.4071430,2004-1-1
MMC183,24.7492010,90.4026180,2006-1-1
MMC38,24.7492010,90.4026180,2005-1-1
MMC71,24.7492010,90.4026180,2005-1-1
V20,12.2452510,109.1989570,2006-1-1
V30,12.2452510,109.1989570,2006-1-1
V32,12.2452510,109.1989570,2006-1-1
NIV083375,18.5204300,73.8567440,2008-1-1
NIV07523,18.5204300,73.8567440,2007-1-1
NIV935070,18.5204300,73.8567440,1993-1-1
NIV951454,18.5204300,73.8567440,1995-1-1
Nov10-N596,55.0392300,82.9278180,2010-1-1
OP530,-15.7861110,35.0058330,1999-1-1
MW670,-15.7861110,35.0058330,1999-1-1
OP354,-15.7861110,35.0058330,1998-1-1
F01014,50.9917480,4.7093110,2008-1-1
F01280,51.0566500,3.7200000,2009-1-1
F02003,51.0666670,4.5333330,2009-1-1
F00005,51.1761110,4.8316670,2008-1-1
F01183,51.1566670,4.4441670,2009-1-1
F01187,51.2199200,4.3962500,2009-1-1
F01190,51.1898560,4.4329510,2009-1-1
F01350,51.0915410,4.3689260,2009-1-1
F01400,51.0958500,5.7832700,2008-1-1
F01418,50.9643200,5.6951100,2009-1-1
I0652,32.0661570,34.7778210,2006-1-1
I1166,32.0661570,34.7778210,2009-1-1
I1185,32.0661570,34.7778210,2009-1-1
I1326,32.0661570,34.7778210,2009-1-1
I0020,32.0661570,34.7778210,2006-1-1
I0538,32.0661570,34.7778210,2006-1-1
I0547,32.0661570,34.7778210,2006-1-1
I0700,32.0661570,34.7778210,2007-1-1
J474,31.9493810,35.9329110,2007-1-1
J597,31.9493810,35.9329110,2007-1-1
GR2144,-25.6408930,28.1707790,2003-1-1
Fin_92,60.1698120,24.9382400,1988-1-1
Fin_87,60.1698120,24.9382400,1988-1-1
Nov10-N458,55.0392300,82.9278180,2010-1-1
