strain_name,latitude,longitude,date
taxid441594,42.93,-93,1991-01-01
taxid441595,38.66,-98,1987-01-01
taxid441596,38.66,-98,1987-01-01
taxid441597,49,-76.83,1991-01-01
taxid443179,24,109,2006-01-01
taxid443180,24,109,2005-01-01
taxid443181,19.2,109.5,2005-01-01
taxid453856,38.66,-98,1980-01-01
taxid457997,37,-119,1991-01-01
taxid457998,42.93,-93,1986-01-01
taxid457999,42.93,-93,1985-01-01
taxid458001,42.93,-93,1987-01-01
taxid458002,50,-86,1981-01-01
taxid458003,50,-86,1981-01-01
taxid458004,35.5,-85,1976-01-01
taxid458005,42.93,-93,1977-01-01
taxid458006,35.5,-85,1977-01-01
taxid458007,35.5,-85,1977-01-01
taxid458008,35.5,-85,1977-01-01
taxid458009,35.5,-85,1977-01-01
taxid458010,35.5,-85,1977-01-01
taxid458012,35.5,-85,1977-01-01
taxid458013,35.5,-85,1978-01-01
taxid458014,35.5,-85,1978-01-01
taxid458015,35.5,-85,1978-01-01
taxid458016,35.5,-85,1978-01-01
taxid458018,35.5,-85,1978-01-01
taxid458019,35.5,-85,1978-01-01
taxid458020,35.5,-85,1978-01-01
taxid458021,35.13,-90.03,1990-01-01
taxid458022,45,-90,1966-01-01
taxid458023,45,-90,1976-01-01
taxid458025,45,-90,1976-01-01
taxid468604,42.93,-93,2004-01-01
taxid468605,42.93,-93,1945-01-01
taxid468606,42.93,-93,1973-01-01
taxid468607,38.66,-98,2004-01-01
taxid468608,46,-94,2003-01-01
taxid468609,46,-94,2001-01-01
taxid468610,46,-94,1999-01-01
taxid468611,35.5,-80,2002-01-01
taxid468612,45,-90,1968-01-01
taxid481465,37,127.5,2005-01-01
taxid488881,13.7,101.08,2005-01-01
taxid488882,13.37,100.98,2005-01-01
taxid488884,13.37,100.98,2006-01-01
taxid488885,13.37,100.98,2005-01-01
taxid488890,14.56,100.91,2005-01-01
taxid505207,31.2,121.44,2005-01-01
taxid505208,31.2,121.44,2005-01-01
taxid515581,40,-80.83,2007-01-01
taxid515582,40,-80.83,2004-01-01
taxid515583,40,-80.83,2006-01-01
taxid519831,13.55,99.71,2000-01-01
taxid519832,13.55,99.71,2003-01-01
taxid519833,13.37,100.98,2004-01-01
taxid519834,13.37,100.98,2004-01-01
taxid519838,35.06,135.69,1979-01-01
taxid519839,37.5,139,1977-01-01
taxid519840,33.66,132.83,1980-01-01
taxid519841,36,139,1996-01-01
taxid533021,40.83,-76,1991-01-01
taxid533024,35.5,-80,1988-01-01
taxid538542,37,127.5,2006-01-01
taxid538543,37,127.5,2004-01-01
taxid538547,37,127.5,2005-01-01
taxid538552,37,127.5,2007-01-01
taxid538555,37,127.5,2004-01-01
taxid538556,37,127.5,2005-01-01
taxid538557,37,127.5,2005-01-01
taxid538558,37,127.5,2005-01-01
taxid538559,37,127.5,2006-01-01
taxid538560,37,127.5,2006-01-01
taxid538561,37,127.5,2006-01-01
taxid542860,43,-75,1998-01-01
taxid542943,42,-93,1992-01-01
taxid543640,35.93,136.08,2006-01-01
taxid556272,40,-80.83,2007-01-01
taxid566260,35.5,-80,1988-01-01
taxid568225,31.2,121.44,2007-01-01
taxid594672,15,100,2005-01-01
taxid600654,42.93,-93,2008-01-01
taxid611802,31.2,121.44,2005-01-01
taxid641501,37,-119,2009-01-01
taxid641807,37,-119,2009-01-01
taxid641808,37,-119,2009-01-01
taxid641809,37,-119,2009-01-01
taxid641810,37,-119,2009-01-01
taxid641811,30,-100,2009-01-01
taxid641812,30,-100,2009-01-01
EPI176587,23,-102,2009-01-01
EPI176592,23,-102,2009-01-01
EPI176597,23,-102,2009-01-01
EPI176604,23,-102,2009-01-01
EPI176620,37,-119,2009-01-01
EPI176633,38.66,-98,2009-01-01
EPI176634,37,-119,2009-01-01
EPI176635,40,-80.83,2009-01-01
EPI176637,40,-80.83,2009-01-01
EPI176640,43,-75,2009-01-01
EPI176641,43,-75,2009-01-01
EPI177268,37,-119,2009-01-01
EPI177276,-36.92,174.78,2009-01-01
